Sender,Message Content,Category
sirar bystc,"وش رايك تتحدى نفسك في الأمن السيبراني وتجرب لعبة Capture the hack ؟ 🕶🔐🎮
تعال لجناح sirar by stc بـ بلاك هات في ملهم، وعيش تجربة مليانة إثارة وتشويق!
 
📍 جناح: H1.M20
📅 الموعد: من 26 إلى 28 نوفمبر
 
سجل مجانًا الآن عبر موقع بلاك هات: blackhatmea.com
ننتظرك تعيش التجربة معنا!",Conferences and Events
sirar bystc,"تبي تعرف كيف تحمي بياناتك؟ 🛡💻
تعال لجناح sirar by stc بـ بلاك هات في ملهم، واكتشف أحدث الأساليب لحماية بياناتك من التهديدات الرقمية!
موقع الجناح:  H1.M20
📅 الموعد: من 26 إلى 28 نوفمبر
سجل الآن مجانًا عبر موقع بلاك هات  blackhatmea.com  
ننتظرك عشان نتكلم عن أمنك السيبراني!",Conferences and Events
sirar bystc,"ودك تعيش تجربة إدارة مركز عمليات الأمن السيبراني بطريقة ممتعة وتفاعلية؟ 🎮🔒🖥
مر علينا في جناح sirar by stc في بلاك هات، وشاركنا التحدي في صد وكشف الهجمات الإلكترونية.
موقع الجناح H1.M20
📅 التاريخ: من 26 إلى 28 نوفمبر
سجل مجانًا الآن عبر موقع بلاك هات: 
blackhatmea.com
التحدي بانتظارك، نشوفك هناك!",Conferences and Events
sirar bystc,"مستعد تستكشف أحدث تقنيات الأمن السيبراني؟ 🔬👨💻 
انضم لنا في جناح  sirar by stc في فعالية بلاك هات!
وعش معنا تجربة الأمن السيبراني كما يجب أن تكون. 
نشوفك في ملهم! من 26 نوفمبر إلى 28 نوفمبر.
موقع الجناح : H1.M20",Conferences and Events
BlackHat,"جاكم بلاك هات 24 ما شيٍ يعيقه😎✌🏻

وعدنا بكرا في فعالية الأمن السيبراني الأكثر حضورًا في العالم🌍

2,000,000  ريال جوائز للزوار والمتسابقين
3  سيارات للزوار في منطقة الفعاليات مقدمة من مجموعة صالح للسيارات
30  لابتوب للقيمرز و30 جوال آيفون وغيرها الكثير
+20  حافلة تحت أمركم تنقلكم من وإلى الفعالية 🚌
نقطة التجمع بتكون فندق هيلتون غاردن إن (الغدير)
كود خصم إلى 100 ريال من كريم (BH24)
عربات جولف في محيط الفعالية توديكم للبوابات✨

🗓️| 26 - 28 نوفمبر 2024
📍 | مركز الرياض للمعارض والمؤتمرات - ملهم 
سجّل الحين مجانًا 🤩
🔗| https://bhmea24.com/stc2_ar",Conferences and Events
BlackHat,"ايش ينتظركم في فعالية بلاك هات 24؟

+350 ورشة عمل متخصصة من خبراء تقنيين من أرامكو، Airbnb، باي بال، أدوبي، والمزيد 🤩
+450 جهة عالمية ومحلية عارضة، يتضمنهم هبوب، sirar by stc، جوجل كلاود، سيسكو، ترند مايكرو، علي بابا كلاود، بالو التو وغيرهم✨
+350 خبير بالأمن السيبراني من نيفيديا، سكيل أي آي، كوكاكولا، برادا، يونيليفر، وغيرهم🎤
+30 شركة ناشئة سعودية وعالمية

أقوى الباحثين الأمنيين في العالم جايين😎🌍

🗓️| 26 - 28 نوفمبر 2024
📍 | مركز الرياض للمعارض والمؤتمرات - ملهم
سجّل الحين مجانًا:
🔗| https://bhmea24.com/stc2_ar",Conferences and Events
BlackHat,"عيش جو الهاكرز في بلاك هات24
فعالية الأمن السيبراني الأكثر حضورًا بالعالم
- ودك تجرب تخترق طيارة
- أو تخترق شاحنة
- وإلا تحوس أنظمة المنازل الذكية
- أو تشارك في أكبر مسابقة ""التقط العلم"" في العالم
جوائز بأكثر من 1,000,000 ريال و أشياء رهيبة ثانية تنتظركم
 
26 - 28 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم
سجّل الحين مجانًا:
https://bhmea24.com/stc1_ar",Conferences and Events
ICCT,"برعاية كريمة من خادم الحرمين الشريفين -حفظه الله- 
ينظم مركز الملك سلمان للإغاثة والأعمال الإنسانية المؤتمر الدولي للتوائم الملتصقة بنسخته الأولى يوم الأحد المقبل؛ ٢٤ - ٢٥ نوفمبر ٢٠٢٤م.
 
حيث يُعد فرصة لزيادة الوعي والحصول على المعلومات القيمة المتعلقة في هذا المجال.
 
 سجل حضورك من خلال الرابط التالي:
 
https://icct.ksrelief.org/Pages/Registration
 
كونوا على الموعد",Conferences and Events
Mama,"لديك عدد (1) مكالمة فائتة12/12 21:58.
هذه الرسالة آليه من خلال خدمة موجود",Personal
Mama,"لديك عدد (1) مكالمة فائتة12/12 12:01.
هذه الرسالة آليه من خلال خدمة موجود",Personal
Mama,"لديك عدد (1) مكالمة فائتة17/04 22:09.
هذه الرسالة آليه من خلال خدمة موجود",Personal
Mama,"لديك عدد (1) مكالمة فائتة28/09 16:33.
هذه الرسالة آليه من خلال خدمة موجود",Personal
Mama,"لديك عدد (1) مكالمة فائتة21/11 23:36.
هذه الرسالة آليه من خلال خدمة موجود",Personal
LCForum,"ينطلق غداَ افتتاح منتدى المحتوى المحلي بنسخته الثانية تحت شعار ""شراكات لتنمية مستدامة"".
ويعد اليوم الأول بداية لسلسلة من الأنشطة التي تستمر حتى 22 نوفمبر، ونتطلع لمزيد من النتائج المثمرة والشراكات البناءة.
لا تفوتوا فرصة المشاركة ومناقشة المستقبل الواعد للمحتوى المحلي في المملكة.
سجل الآن https://lcforum.lcgpa.gov.sa/app/login/user",Conferences and Events
MYSAWA-AD,"لا تفوت الفرصة!

الان احصل على 40 جيجابايت و 700 دقيقة لجميع الشبكات المحلية 
العرض صالح لمدة 28 يوم فقط ب 110 ريال.
لتفعيل العرض اتصل *888*8910#
او ارسل 8910 الى 888888",Promotional
MYSAWA-AD,"Hello,
 
Now enjoy weekly unlimited social media usage for 7 days, only for 20 SR! To subscribe, send 9028 to 888888. *The offer includes the following social media apps: Snapchat, Twitter, WhatsApp, Facebook, and Instagram.
 
Have a great day.",Promotional
MYSAWA-AD,"يا هلا،
 
الآن استمتع بـباقة استخدام لا محدود لوسائل التواصل الاجتماعي الأسبوعية صالحة لمدة 7 أيام، بـ 20 ريال فقط! للاشتراك، أرسل 9028 إلى 888888. *العرض يشمل تطبيقات التواصل الاجتماعي التالية: سناب شات، تويتر، واتساب، فيسبوك و انستقرام.
 
يومك سعيد.",Promotional
MYSAWA-AD,"الآن احصل على 30 جيجا إنترنت + 35 جيجا لشبكات التواصل الاجتماعي، و 700 دقيقة للشبكات المحلية، ومكالمات لا محدودة ضمن شبكة stc ، بـ 115 ريال فقط! ولمدة 28 يوم.

لتفعيل العرض اتصل على
*888*8894#
أو أرسل 8894 إلى 888888

يومك سعيد.
stc",Promotional
MYSAWA-AD,"لا تفوّت الفرصة!.. الآن احصل على 20 جيجا إنترنت + 5 جيجا لشبكات التواصل الاجتماعي, و 600 دقيقة لجميع الشبكات المحلية، بـ 85 ريال فقط ولمدة 28 يوم. 

لتفعيل العرض اتصل 
*888*8915#
أو أرسل 8915 إلى 888888

يومك سعيد.
stc",Promotional
ARAB LAB-AD,"عندهم عروض وعندنا فرص, صحتك أولاً
https://iwtsp.com/9668005000200",Promotional
Tamayouz-AD,"ياهلا بعميل التميّز،

أطفالك يستاهلون الوناسة!
ميّزناك بخصم خاص بالتميّز في تشكي تشيز بنسبة 15% على جميع الباقات

للحصول على كود تفعيل الخصم زود الموظف برقمك وأخبره أنك عميل تميّز.

للمزيد عن مزايا التميّز: https://my.stc/tamayouz_card
يومك سعيد
stc",Promotional
Tamayouz-AD,"ياهلا،

ناوي تشتري مجوهرات وتهدي أحبابك؟ 
وفرنا لك خصم خاص بالتميّز مع كوهجي بنسبة 26% طوال السنة ويزيد إلى 30% في شهر مايو. 
*باستثناء السوليترات، القطع ذات السعر الثابت، والبراندات العالمية.

للاستفادة من الخصم في الفروع أخبر الموظف أنك عميل تميز وزوده برقمك ثم زود الموظف بكود التفعيل OTP واستمتع بالخصم.

للمزيد: https://my.stc/tamayouz_card
يومك سعيد
stc",Promotional
MGF 24,"Don’t miss the opportunity to be part of Misk Global Forum this year! 

Join us at the 8th edition of #MGF24, the biggest youth platform in the region linking ambitious youth, visionary thinkers, and global leaders from November 18-19, taking place in Misk City, Riyadh, the first non-profit city in the world!
 
FOR YOUTH, we create an impact that starts BY YOUTH 

What to expect: 
• 150+ regional and global speakers 
• 100+ dynamic sessions 
• 30+ engaging workshops 
 
Secure your spot now! Register at 
 www.miskglobalforum.com",Conferences and Events
MGF 24,"كونوا على الموعد! 
 
 
ندعوكم لتسجيل الحضور في النسخة الثامنة من #منتدى_مسك_العالمي أحد أكبر المنصات الشبابية في العالم وحلقة الوصل بين الشباب الطموح والمفكرين وصُنّاع القرار، يوم 18 و19 نوفمبر في مدينة محمد بن سلمان غیر الربحیة ""مدينة مسك""، أول مدينة غير ربحية في العالم، بالرياض.  
 
نصنع الأثر من الشباب...لأجل الشباب 
 
تجربة استثنائية في انتظاركم:  
 150+نخبة من المتحدثين  
 100+جلسة استثنائية  
  30+ورشة عمل مثمرة    
 
 
سجّل الآن https://miskglobalforum.com/ar/",Conferences and Events
Cityscape,"2 فازوا معنا بأراضي سكنية مجانية في مشروع أسس المرجان بالرياض.
2 ينتظرون فرصتهم بكرا وبعده، يمكن تكون منهم!
مع فرص عديدة في انتظارك في معرض سيتي سكيب العالمي:
-شقق سكنية يتم السحب عليها من شركات مختلفة
-عروض وهدايا بقيمة تزيد عن 10,000,000 ريال من برنامج سكني.
-عروض حصرية على حلول تمويلية مميزة بأقل هامش ربح 2.59٪
-كاش باك وخصومات خاصة تصل إلى 100,000 ريال في أكثر من 100 ألف وحدة سكنية متنوعة.
 
11 - 14 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم
موجودين إلى الخميس 8:00 مساءً، حياك وسجّل الآن مجانًا:
cityscapeglobal.info/STC-7",Conferences and Events
Cityscape,"ينطلق غدًا معرض سيتي سكيب العالمي 2024 في ملهم
- سيفتتح المعرض أبوابه الساعة 12 ظهرًا حتى الساعة 10 مساءً 
- 70 حافلة خاصة تنقل الزوار من وإلى موقع المعرض من مواقف فندق هيلتون جاردن إن، وواجهة روشن، وجامعة الإمام
- 100 عربة قولف في خدمتكم بمحيط المعرض تنقلكم إلى البوابات مباشرة
- خصومات وعروض لزوار المعرض مقدمة من (كريم) باستخدام الكود: CITYSCAPE24
و (الصفوة تاكسي) باستخدام الكود: CSG2024
11 - 14 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم
سجّل الآن مجانًا وبسهولة عبر الواتساب: 
cityscapeglobal.info/STC6",Conferences and Events
Cityscape,"-تبي أراضي وشقق سكنية مجانية، وجوائز مليونية، أو خصومات وعروض تمويلية
-مهتم بالتقنية العقارية؟ وكيف الذكاء الاصطناعي بيلعب دور كبير في مسكنك؟
-ودك تعرف وش صاير بالرهون العقارية؟ وايش التغيرات في الحلول التمويلية؟
-مستثمر بالعقار، ايش الفرص القادمة ووين رايح السوق العقاري؟
-تعشق كرة القدم، وودك تقابل أساطير عالميين مثل دروغبا وجون أوبي ميكل وغيرهم.

كل هذا وأكثر بتلقاه في ورش وجلسات وشركات عارضة في سيتي سكيب العالمي، أكبر معرض عقاري بالعالم

11 - 14 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم
سجل الآن مجانًا:
cityscapeglobal.info/STC5",Conferences and Events
