Sender,Message Content,Category,Priority
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه متوسطه غزيره منطقه العاصمه الدرعيه المزاحميه الحريق الخرج حوطه بني تميم المجمعه ثادق مرات ضرماء الغاط الزلفي شقراء حريملاء رماح وادي الدواسر السليل الاثنين الثلاثاء منالي م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه خفيفه متوسطه منطقه العاصمه الدرعيه عفيف الدوادمي القويعيه المزاحميه الحريق الخرج حوطه بني تميم المجمعه ثادق مرات ضرماء الغاط الزلفي شقراء حريملاء رماح وادي الدواسر الافلاج السليل الخميس م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه متوسطه غزيره منطقه العاصمه الدرعيه عفيف الدوادمي القويعيه المزاحميه الحريق الخرج حوطه بني تميم المجمعه ثادق مرات ضرماء الغاط الزلفي شقراء حريملاء رماح وادي الدواسر الافلاج السليل السبت الاربعاء منالي م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه متوسطه غزيره منطقه العاصمه عفيف الدوادمي القويعيه المجمعه ثادق مرات الغاط الزلفي شقراء رماح حريملاء الدرعيه ضرماء المزاحميه الخرج وادي الدواسر الافلاج السليل حوطه بني تميم الحريق الثلاثاء السبت منالي م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه متوسطه غزيره منطقه العاصمه عفيف الدوادمي القويعيه المجمعه ثادق مرات الغاط الزلفي شقراء رماح حريملاء الدرعيه ضرماء المزاحميه الخرج وادي الدواسر الافلاج السليل حوطه بني تميم الحريق الجمعه الاثنين م م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه متوسطه غزيره منطقه العاصمه المجمعه ثادق مرات الغاط الزلفي شقراء رماح حريملاء الدرعيه ضرماء المزاحميه الخرج السبت الاثنين منالي م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه خفيفه متوسطه منطقه العاصمه المجمعه ثادق مرات الغاط الزلفي شقراء رماح حريملاء الدرعيه ضرماء المزاحميه الخرج الخميس السبت منالي م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه متوسطه غزيره منطقه العاصمه المزاحميه الحريق الخرج حوطه بني تميم عفيف الدوادمي القويعيه المجمعه ثادق مرات الغاط الزلفي شقراء الاثنين الثلاثاء منالي م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه متوسطه قد تصل غزيره منطقه العاصمه الدرعيه المزاحميه ضرماء القويعيه حوطه بني تميم الحريق الخرج الافلاج السليل وادي الدواسر الجمعه السبت منالي م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه خفيفه متوسطه منطقه العاصمه الدرعيه المزاحميه شقراء رماح المجمعه ثادق الغاط الزلفي مرات حريملاء الدوادمي عفيف القويعيه حوطه بني تميم الحريق الاربعاء الخميس منالي م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه خفيفه منطقه العاصمه الدرعيه الدوادمي عفيف القويعيه الافلاج حوطه بني تميم الحريق شقراء المزاحميه رماح المجمعه ثادق الغاط الزلفي مرات حريملاء الاحد م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه خفيفه متوسطه منطقه العاصمه المزاحميه الحريق الخرج حوطه بني تميم الخميس السبت م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
CivilDef,تشير التوقعات الوارده المركز الوطني للارصاد هطول امطار بمشيئه خفيفه منطقه العاصمه رماح ثادق شقراء حريملاء الدرعيه مرات ضرما السبت الاحد منالي م والدفاع المدني يهيب بالجميع اخذ الحيطه والحذر والالتزام بتعليماته جعلها امطار خير وبركه وعم بنفعها ارجاء البلاد تعاونكم هدفنا وسلامتكم غايتنا,Governmental,
